player.id,season,numTeams,rank,team.allStarStatus,team.id,team.name,team.link,team.season,team.venue.id,team.venue.name,team.venue.link,team.teamCode,team.fileCode,team.abbreviation,team.teamName,team.locationName,team.firstYearOfPlay,team.league.id,team.league.name,team.league.link,team.sport.id,team.sport.link,team.sport.name,team.shortName,team.parentOrgName,team.parentOrgId,team.franchiseName,team.clubName,team.active,player.fullName,player.link,player.firstName,player.lastName,player.primaryNumber,player.birthDate,player.currentAge,player.birthCity,player.birthCountry,player.height,player.weight,player.active,player.primaryPosition.code,player.primaryPosition.name,player.primaryPosition.type,player.primaryPosition.abbreviation,player.useName,player.useLastName,player.middleName,player.boxscoreName,player.gender,player.nameMatrilineal,player.isPlayer,player.isVerified,player.batSide.code,player.batSide.description,player.pitchHand.code,player.pitchHand.description,player.nameFirstLast,player.nameSlug,player.firstLastName,player.lastFirstName,player.lastInitName,player.initLastName,player.fullFMLName,player.fullLFMName,player.strikeZoneTop,player.strikeZoneBottom,league.id,league.name,league.link,sport.id,sport.link,sport.abbreviation,position.code,position.name,position.type,position.abbreviation,player.nickName,player.pronunciation,player.mlbDebutDate,player.birthStateProvince,player.draftYear,player.nameTitle,player.nameSuffix
667686,2024,1,1,N,696,Navegantes del Magallanes,/api/v1/teams/696,2024,2510,Estadio Jose Bernardo Perez,/api/v1/venues/2510,mag,t696,MAG,Navegantes,Valencia,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Magallanes,Office of the Commissioner,11,Navegantes,Magallanes,True,Angel Acevedo,/api/v1/people/667686,Angel,Acevedo,91,1998-09-19,26,Calabozo,Venezuela,"6' 1""",205,True,1,Pitcher,Pitcher,P,Angel,Acevedo,Paul,Acevedo,M,Oropeza,True,False,R,Right,R,Right,Angel Acevedo,angel-acevedo-667686,Angel Acevedo,"Acevedo, Angel","Acevedo, A",A Acevedo,Angel Paul Acevedo,"Acevedo, Angel Paul",3.411,1.565,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
666673,2024,1,66,N,697,Bravos de Margarita,/api/v1/teams/697,2024,3349,Estadio Nueva Esparta,/api/v1/venues/3349,mar,t697,MAR,Bravos,Porlamar,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Margarita,Office of the Commissioner,11,Bravos,Margarita,True,Melvi Acosta,/api/v1/people/666673,Melvi,Acosta,22,1995-06-02,29,Guiria,Venezuela,"6' 1""",215,True,1,Pitcher,Pitcher,P,Melvi,Acosta,Jose,"Acosta, M",M,Lopez,True,False,R,Right,R,Right,Melvi Acosta,melvi-acosta-666673,Melvi Acosta,"Acosta, Melvi","Acosta, M",M Acosta,Melvi Jose Acosta,"Acosta, Melvi Jose",3.411,1.565,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
622459,2024,1,1,N,699,Tigres de Aragua,/api/v1/teams/699,2024,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,True,Cristian Alvarado,/api/v1/people/622459,Cristian,Alvarado,48,1994-09-20,30,Acarigua,Venezuela,"6' 3""",185,True,1,Pitcher,Pitcher,P,Cristian,Alvarado,Santo,"Alvarado, C",M,Castro,True,True,R,Right,R,Right,Cristian Alvarado,cristian-alvarado-622459,Cristian Alvarado,"Alvarado, Cristian","Alvarado, C",C Alvarado,Cristian Santo Alvarado,"Alvarado, Cristian Santo",3.49,1.601,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
542587,2024,1,62,N,698,Tiburones de La Guaira,/api/v1/teams/698,2024,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,True,Elvis Araujo,/api/v1/people/542587,Elvis,Araujo,74,1991-07-15,33,Maracaibo,Venezuela,"6' 7""",275,True,1,Pitcher,Pitcher,P,Elvis,Araujo,Alejandro,Araujo,M,,True,True,L,Left,L,Left,Elvis Araujo,elvis-araujo-542587,Elvis Araujo,"Araujo, Elvis","Araujo, E",E Araujo,Elvis Alejandro Araujo,"Araujo, Elvis Alejandro",3.756,1.746,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,ah-ROW-hoe,2015-05-05,,,,
678640,2024,1,1,N,692,Aguilas del Zulia,/api/v1/teams/692,2024,3031,Estadio Luis Aparicio,/api/v1/venues/3031,zul,t692,ZUL,Aguilas,Maracaibo,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Zulia,Office of the Commissioner,11,Aguilas,Zulia,True,Carlos Betancourt,/api/v1/people/678640,Carlos,Betancourt,93,2001-03-27,23,Cumana,Venezuela,"6' 1""",160,True,1,Pitcher,Pitcher,P,Carlos,Betancourt,Eduardo,"Betancourt, C",M,Castillo,True,False,R,Right,R,Right,Carlos Betancourt,carlos-betancourt-678640,Carlos Betancourt,"Betancourt, Carlos","Betancourt, C",C Betancourt,Carlos Eduardo Betancourt,"Betancourt, Carlos Eduardo",3.411,1.565,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
673455,2024,1,59,N,699,Tigres de Aragua,/api/v1/teams/699,2024,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,True,Lazaro Blanco,/api/v1/people/673455,Lazaro,Blanco,,1986-02-23,38,"Yara, Granma",Cuba,"6' 3""",200,True,1,Pitcher,Pitcher,P,Lazaro,Blanco,,Blanco,M,Matos,True,False,R,Right,R,Right,Lazaro Blanco,lazaro-blanco-673455,Lazaro Blanco,"Blanco, Lazaro","Blanco, L",L Blanco,Lazaro Blanco,"Blanco, Lazaro ",3.49,1.601,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
663778,2024,1,77,N,695,Leones del Caracas,/api/v1/teams/695,2024,6015,Monumental Simon Bolivar,/api/v1/venues/6015,leo,t695,CAR,Leones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caracas,Office of the Commissioner,11,Leones,Caracas,True,Sam Bordner,/api/v1/people/663778,Samuel,Bordner,,1996-10-16,27,Columbus,USA,"6' 5""",228,True,1,Pitcher,Pitcher,P,Sam,Bordner,Tristan,Bordner,M,,True,True,R,Right,R,Right,Sam Bordner,sam-bordner-663778,Sam Bordner,"Bordner, Sam","Bordner, S",S Bordner,Samuel Tristan Bordner,"Bordner, Samuel Tristan",3.575,1.681,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,OH,2018.0,,
517448,2024,1,97,N,695,Leones del Caracas,/api/v1/teams/695,2024,6015,Monumental Simon Bolivar,/api/v1/venues/6015,leo,t695,CAR,Leones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caracas,Office of the Commissioner,11,Leones,Caracas,True,Wilfredo Boscan,/api/v1/people/517448,Wilfredo,Boscan,,1989-10-26,34,Maracaibo,Venezuela,"6' 2""",228,True,1,Pitcher,Pitcher,P,Wilfredo,Boscan,Jose,"Boscan, W",M,Fernandez,True,True,R,Right,R,Right,Wilfredo Boscan,wilfredo-boscan-517448,Wilfredo Boscan,"Boscan, Wilfredo","Boscan, W",W Boscan,Wilfredo Jose Boscan,"Boscan, Wilfredo Jose",3.467,1.589,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,2016-05-19,,,,
611093,2024,1,1,N,692,Aguilas del Zulia,/api/v1/teams/692,2024,3031,Estadio Luis Aparicio,/api/v1/venues/3031,zul,t692,ZUL,Aguilas,Maracaibo,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Zulia,Office of the Commissioner,11,Aguilas,Zulia,True,Silvino Bracho,/api/v1/people/611093,Silvino,Bracho,69,1992-07-17,32,Maracaibo,Venezuela,"5' 10""",190,True,1,Pitcher,Pitcher,P,Silvino,Bracho,,Bracho,M,Saavedra,True,True,R,Right,R,Right,Silvino Bracho,silvino-bracho-611093,Silvino Bracho,"Bracho, Silvino","Bracho, S",S Bracho,Silvino Bracho,"Bracho, Silvino",3.301,1.504,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,Braaach,sil-VEE-noh BRAH-choh,2015-08-30,,,,
620978,2024,1,1,N,694,Caribes de Anzoategui,/api/v1/teams/694,2024,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,True,Liarvis Breto,/api/v1/people/620978,Liarvis,Breto,,1993-04-10,31,Carabobo,Venezuela,"5' 11""",175,True,1,Pitcher,Pitcher,P,Liarvis,Breto,Jose,Breto,M,,True,False,L,Left,L,Left,Liarvis Breto,liarvis-breto-620978,Liarvis Breto,"Breto, Liarvis","Breto, L",L Breto,Liarvis Jose Breto,"Breto, Liarvis Jose",3.319,1.513,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
623412,2024,1,1,N,693,Cardenales de Lara,/api/v1/teams/693,2024,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,True,Geoff Broussard,/api/v1/people/623412,Geoffrey,Broussard,16,1990-09-21,34,Montclair,USA,"6' 0""",185,True,1,Pitcher,Pitcher,P,Geoff,Broussard,A.,Broussard,M,,True,True,R,Right,R,Right,Geoff Broussard,geoff-broussard-623412,Geoff Broussard,"Broussard, Geoff","Broussard, G",G Broussard,Geoffrey A. Broussard,"Broussard, Geoffrey A.",3.371,1.535,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,CA,2012.0,,
674289,2024,1,1,N,694,Caribes de Anzoategui,/api/v1/teams/694,2024,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,True,Manuel Cachutt,/api/v1/people/674289,Manuel,Cachutt,53,1997-06-07,27,Ciudad Bolivar,Venezuela,"6' 0""",185,True,1,Pitcher,Pitcher,P,Manuel,Cachutt,Jesus,Cachutt,M,Moreno,True,True,R,Right,R,Right,Manuel Cachutt,manuel-cachutt-674289,Manuel Cachutt,"Cachutt, Manuel","Cachutt, M",M Cachutt,Manuel Jesus Cachutt,"Cachutt, Manuel Jesus",3.371,1.535,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
553883,2024,1,98,N,693,Cardenales de Lara,/api/v1/teams/693,2024,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,True,Vicente Campos,/api/v1/people/553883,Jose,Campos,97,1992-07-27,32,La Guaira,Venezuela,"6' 3""",230,True,1,Pitcher,Pitcher,P,Vicente,Campos,Vicente,"Campos, V",M,Carnota,True,True,R,Right,R,Right,Vicente Campos,vicente-campos-553883,Vicente Campos,"Campos, Vicente","Campos, V",V Campos,Jose Vicente Campos,"Campos, Jose Vicente",3.49,1.601,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,CAM-pos,2016-08-27,,,,
692024,2024,1,1,N,699,Tigres de Aragua,/api/v1/teams/699,2024,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,True,Alex Carrillo,/api/v1/people/692024,Alejandro,Carrillo,,1997-06-06,27,Paramount,USA,"6' 2""",220,True,1,Pitcher,Pitcher,P,Alex,Carrillo,,"Carrillo, A",M,,True,True,R,Right,R,Right,Alex Carrillo,alex-carrillo-692024,Alex Carrillo,"Carrillo, Alex","Carrillo, A",A Carrillo,Alejandro Carrillo,"Carrillo, Alejandro ",3.467,1.589,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,CA,,,
624000,2024,1,94,N,692,Aguilas del Zulia,/api/v1/teams/692,2024,3031,Estadio Luis Aparicio,/api/v1/venues/3031,zul,t692,ZUL,Aguilas,Maracaibo,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Zulia,Office of the Commissioner,11,Aguilas,Zulia,True,Francisco Carrillo,/api/v1/people/624000,Francisco,Carrillo,,1990-03-15,34,Maracay,Venezuela,"6' 0""",190,True,1,Pitcher,Pitcher,P,Francisco,Carrillo,Javier,"Carrillo, F",M,,True,True,R,Right,R,Right,Francisco Carrillo,francisco-carrillo-624000,Francisco Carrillo,"Carrillo, Francisco","Carrillo, F",F Carrillo,Francisco Javier Carrillo,"Carrillo, Francisco Javier",3.371,1.535,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
628327,2024,1,57,N,698,Tiburones de La Guaira,/api/v1/teams/698,2024,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,True,Erly Casanova,/api/v1/people/628327,Erly,Casanova,,1985-07-25,39,Pinar del Rio,Cuba,"6' 1""",236,False,1,Pitcher,Pitcher,P,Erly,Erlis Casanova,,E Casanova,M,Callab,True,False,R,Right,R,Right,Erly Casanova,erly-casanova-628327,Erly Casanova,"Casanova, Erly",Erlis Casanova,"Casanova, E","Casanova, Erlis",Casanova,3.411,1.565,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
666721,2024,1,1,N,693,Cardenales de Lara,/api/v1/teams/693,2024,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,True,Max Castillo,/api/v1/people/666721,Maximo,Castillo,68,1999-05-04,25,Caracas,Venezuela,"6' 2""",280,True,1,Pitcher,Pitcher,P,Max,Castillo,Alberto,"Castillo, M",M,Campos,True,False,R,Right,R,Right,Max Castillo,max-castillo-666721,Max Castillo,"Castillo, Max","Castillo, M",M Castillo,Maximo Alberto Castillo,"Castillo, Maximo Alberto",3.467,1.589,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,2022-06-19,,,,
621593,2024,1,1,N,698,Tiburones de La Guaira,/api/v1/teams/698,2024,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,True,Anthony Castro,/api/v1/people/621593,Anthony,Castro,41,1995-04-13,29,Caracas,Venezuela,"6' 2""",191,True,1,Pitcher,Pitcher,P,Anthony,Castro,Silfredo,"Castro, A",M,,True,False,R,Right,R,Right,Anthony Castro,anthony-castro-621593,Anthony Castro,"Castro, Anthony","Castro, A",A Castro,Anthony Silfredo Castro,"Castro, Anthony Silfredo",3.467,1.589,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,2020-07-27,,,,
606190,2024,1,1,N,699,Tigres de Aragua,/api/v1/teams/699,2024,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,True,Jorgan Cavanerio,/api/v1/people/606190,Jorgan,Cavanerio,,1994-08-18,30,Cagua,Venezuela,"6' 1""",155,True,1,Pitcher,Pitcher,P,Jorgan,Cavanerio,Argenis,Cavanerio,M,Parra,True,True,R,Right,R,Right,Jorgan Cavanerio,jorgan-cavanerio-606190,Jorgan Cavanerio,"Cavanerio, Jorgan","Cavanerio, J",J Cavanerio,Jorgan Argenis Cavanerio,"Cavanerio, Jorgan Argenis",3.411,1.565,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
605636,2024,1,77,N,697,Bravos de Margarita,/api/v1/teams/697,2024,3349,Estadio Nueva Esparta,/api/v1/venues/3349,mar,t697,MAR,Bravos,Porlamar,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Margarita,Office of the Commissioner,11,Bravos,Margarita,True,Henry Centeno,/api/v1/people/605636,Henry,Centeno,70,1994-08-24,30,Araya Sucre,Venezuela,"6' 2""",200,True,1,Pitcher,Pitcher,P,Henry,Centeno,Jesus Ysaih,"Centeno, H",M,Gutierrez,True,True,R,Right,R,Right,Henry Centeno,henry-centeno-605636,Henry Centeno,"Centeno, Henry","Centeno, H",H Centeno,Henry Jesus Ysaih Centeno,"Centeno, Henry Jesus Ysaih",3.467,1.589,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
591701,2024,1,1,N,698,Tiburones de La Guaira,/api/v1/teams/698,2024,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,True,Alejandro Chacin,/api/v1/people/591701,David,Chacin,,1993-06-24,31,Maracay,Venezuela,"6' 0""",204,True,1,Pitcher,Pitcher,P,Alejandro,Chacin,Alejandro,Chacin,M,Bravo,True,True,R,Right,R,Right,Alejandro Chacin,alejandro-chacin-591701,Alejandro Chacin,"Chacin, Alejandro","Chacin, A",A Chacin,David Alejandro Chacin,"Chacin, David Alejandro",3.371,1.535,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,2017-08-23,,,,
642570,2024,1,100,N,698,Tiburones de La Guaira,/api/v1/teams/698,2024,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,True,Will Changarotty,/api/v1/people/642570,Will,Changarotty,,1995-10-19,28,Chiquinquira,Venezuela,"6' 0""",165,True,1,Pitcher,Pitcher,P,Will,Changarotty,Jose,Changarotty,M,Quintero,True,True,R,Right,R,Right,Will Changarotty,will-changarotty-642570,Will Changarotty,"Changarotty, Will","Changarotty, W",W Changarotty,Will Jose Changarotty,"Changarotty, Will Jose",3.371,1.535,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
454974,2024,1,1,N,692,Aguilas del Zulia,/api/v1/teams/692,2024,3031,Estadio Luis Aparicio,/api/v1/venues/3031,zul,t692,ZUL,Aguilas,Maracaibo,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Zulia,Office of the Commissioner,11,Aguilas,Zulia,True,Rafael Cova,/api/v1/people/454974,Rafael,Cova,,1982-03-05,42,Cariaco,Venezuela,"6' 2""",175,True,1,Pitcher,Pitcher,P,Rafael,Cova,Jose,Cova,M,,True,True,R,Right,R,Right,Rafael Cova,rafael-cova-454974,Rafael Cova,"Cova, Rafael","Cova, R",R Cova,Rafael Jose Cova,"Cova, Rafael Jose",3.467,1.589,135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,,,,,,,
