x,y,segment
125.18,204.53,foul_lines
121.196206194317,200.544780920901,foul_lines
117.212521734618,196.559452518373,foul_lines
113.228837274919,192.574124115845,foul_lines
109.24515281522,188.588795713317,foul_lines
105.26146835552,184.603467310789,foul_lines
101.277783895821,180.618138908262,foul_lines
97.2940994361222,176.632810505734,foul_lines
93.310414976423,172.647482103206,foul_lines
89.3267305167238,168.662153700678,foul_lines
85.3430460570247,164.67682529815,foul_lines
81.3593615973255,160.691496895622,foul_lines
77.3756771376264,156.706168493094,foul_lines
73.3919926779272,152.720840090566,foul_lines
69.408308218228,148.735511688038,foul_lines
65.4246237585289,144.750183285511,foul_lines
61.4409392988297,140.764854882983,foul_lines
57.4572548391305,136.779526480455,foul_lines
53.4735703794314,132.794198077927,foul_lines
49.4898859197322,128.808869675399,foul_lines
45.506201460033,124.823541272871,foul_lines
41.5225170003339,120.838212870343,foul_lines
37.5388325406347,116.852884467815,foul_lines
33.5551480809356,112.867556065288,foul_lines
29.5714636212364,108.88222766276,foul_lines
26.91237274163,104.1372911732,foul_lines
30.8420587033427,108.024064227713,foul_lines
34.8255517883257,112.00958391683,foul_lines
38.8090448733087,115.995103605947,foul_lines
42.7925379582918,119.980623295063,foul_lines
46.7760310432748,123.96614298418,foul_lines
50.7595241282579,127.951662673297,foul_lines
54.7430172132409,131.937182362413,foul_lines
58.726510298224,135.92270205153,foul_lines
62.710003383207,139.908221740647,foul_lines
66.69349646819,143.893741429763,foul_lines
70.6769895531731,147.87926111888,foul_lines
74.6604826381561,151.864780807996,foul_lines
78.6439757231392,155.850300497113,foul_lines
82.6274688081222,159.83582018623,foul_lines
86.6109618931053,163.821339875346,foul_lines
90.5944549780883,167.806859564463,foul_lines
94.5779480630713,171.79237925358,foul_lines
98.5614411480544,175.777898942696,foul_lines
102.544934233037,179.763418631813,foul_lines
106.52842731802,183.74893832093,foul_lines
110.511920403004,187.734458010046,foul_lines
114.495413487987,191.719977699163,foul_lines
118.47890657297,195.705497388279,foul_lines
122.462399657953,199.691017077396,foul_lines
126.44718748476,201.144758641202,foul_lines
130.434754844703,197.163315322459,foul_lines
134.422322204646,193.181872003716,foul_lines
138.409889564588,189.200428684973,foul_lines
142.397456924531,185.21898536623,foul_lines
146.385024284474,181.237542047487,foul_lines
150.372591644417,177.256098728744,foul_lines
154.36015900436,173.274655410001,foul_lines
158.347726364303,169.293212091258,foul_lines
162.335293724245,165.311768772516,foul_lines
166.322861084188,161.330325453773,foul_lines
170.310428444131,157.34888213503,foul_lines
174.297995804074,153.367438816287,foul_lines
178.285563164017,149.385995497544,foul_lines
182.273130523959,145.404552178801,foul_lines
186.260697883902,141.423108860058,foul_lines
190.248265243845,137.441665541315,foul_lines
194.235832603788,133.460222222572,foul_lines
198.223399963731,129.478778903829,foul_lines
202.210967323673,125.497335585086,foul_lines
206.198534683616,121.515892266343,foul_lines
210.186102043559,117.5344489476,foul_lines
214.173669403502,113.553005628857,foul_lines
218.161236763445,109.571562310114,foul_lines
222.148804123388,105.590118991371,foul_lines
220.882399889544,108.976144812271,foul_lines
216.894799894147,112.957555445093,foul_lines
212.907199898749,116.938966077915,foul_lines
208.919599903351,120.920376710737,foul_lines
204.931999907954,124.901787343559,foul_lines
200.944399912556,128.883197976381,foul_lines
196.956799917158,132.864608609203,foul_lines
192.969199921761,136.846019242025,foul_lines
188.981599926363,140.827429874847,foul_lines
184.993999930965,144.808840507669,foul_lines
181.006399935567,148.790251140491,foul_lines
177.01879994017,152.771661773313,foul_lines
173.031199944772,156.753072406136,foul_lines
169.043599949374,160.734483038958,foul_lines
165.055999953977,164.71589367178,foul_lines
161.068399958579,168.697304304602,foul_lines
157.080799963181,172.678714937424,foul_lines
153.093199967784,176.660125570246,foul_lines
149.105599972386,180.641536203068,foul_lines
145.117999976988,184.62294683589,foul_lines
141.130399981591,188.604357468712,foul_lines
137.142799986193,192.585768101534,foul_lines
133.155199990795,196.567178734356,foul_lines
129.167599995398,200.548589367178,foul_lines
125.18,204.53,foul_lines
126.7,201.88,home_plate
126.62540141009,201.954114183482,home_plate
126.55080282018,202.028228366964,home_plate
126.47620423027,202.102342550446,home_plate
126.40160564036,202.176456733928,home_plate
126.32700705045,202.25057091741,home_plate
126.25240846054,202.324685100892,home_plate
126.17780987063,202.398799284374,home_plate
126.10321128072,202.472913467856,home_plate
126.02861269081,202.547027651338,home_plate
125.9540141009,202.62114183482,home_plate
125.87941551099,202.695256018302,home_plate
125.80481692108,202.769370201784,home_plate
125.73021833117,202.843484385266,home_plate
125.65561974126,202.917598568748,home_plate
125.58102115135,202.99171275223,home_plate
125.50642256144,203.065826935712,home_plate
125.431823971531,203.139941119194,home_plate
125.357225381621,203.214055302676,home_plate
125.282626791711,203.288169486158,home_plate
125.208028201801,203.36228366964,home_plate
125.133690546808,203.383342077229,home_plate
125.059824553532,203.308497726426,home_plate
124.985958560256,203.233653375624,home_plate
124.91209256698,203.158809024821,home_plate
124.838226573704,203.083964674018,home_plate
124.764360580428,203.009120323215,home_plate
124.690494587152,202.934275972412,home_plate
124.616628593876,202.859431621609,home_plate
124.5427626006,202.784587270806,home_plate
124.468896607324,202.709742920003,home_plate
124.395030614048,202.634898569201,home_plate
124.321164620772,202.560054218398,home_plate
124.247298627496,202.485209867595,home_plate
124.17343263422,202.410365516792,home_plate
124.099566640944,202.335521165989,home_plate
124.025700647668,202.260676815186,home_plate
123.951834654391,202.185832464383,home_plate
123.877968661115,202.110988113581,home_plate
123.804102667839,202.036143762778,home_plate
123.730236674563,201.961299411975,home_plate
123.656370681287,201.886455061172,home_plate
123.65,201.783912997358,home_plate
123.65,201.678756628984,home_plate
123.65,201.573600260609,home_plate
123.65,201.468443892234,home_plate
123.65,201.363287523859,home_plate
123.65,201.258131155485,home_plate
123.65,201.15297478711,home_plate
123.65,201.047818418735,home_plate
123.65,200.942662050361,home_plate
123.65,200.837505681986,home_plate
123.65,200.732349313611,home_plate
123.65,200.627192945237,home_plate
123.65,200.522036576862,home_plate
123.65,200.416880208487,home_plate
123.698276159888,200.36,home_plate
123.803432528262,200.36,home_plate
123.908588896637,200.36,home_plate
124.013745265012,200.36,home_plate
124.118901633386,200.36,home_plate
124.224058001761,200.36,home_plate
124.329214370136,200.36,home_plate
124.434370738511,200.36,home_plate
124.539527106885,200.36,home_plate
124.64468347526,200.36,home_plate
124.749839843635,200.36,home_plate
124.854996212009,200.36,home_plate
124.960152580384,200.36,home_plate
125.065308948759,200.36,home_plate
125.170465317134,200.36,home_plate
125.275621685508,200.36,home_plate
125.380778053883,200.36,home_plate
125.485934422258,200.36,home_plate
125.591090790632,200.36,home_plate
125.696247159007,200.36,home_plate
125.801403527382,200.36,home_plate
125.906559895756,200.36,home_plate
126.011716264131,200.36,home_plate
126.116872632506,200.36,home_plate
126.222029000881,200.36,home_plate
126.327185369255,200.36,home_plate
126.43234173763,200.36,home_plate
126.537498106005,200.36,home_plate
126.642654474379,200.36,home_plate
126.7,200.407810842754,home_plate
126.7,200.512967211129,home_plate
126.7,200.618123579504,home_plate
126.7,200.723279947878,home_plate
126.7,200.828436316253,home_plate
126.7,200.933592684628,home_plate
126.7,201.038749053002,home_plate
126.7,201.143905421377,home_plate
126.7,201.249061789752,home_plate
126.7,201.354218158126,home_plate
126.7,201.459374526501,home_plate
126.7,201.564530894876,home_plate
126.7,201.669687263251,home_plate
126.7,201.774843631625,home_plate
126.7,201.88,home_plate
128.449708119434,199.199645083244,infield_inner
124.188886113501,199.2,infield_inner
120.39864651045,199.140487739282,infield_inner
117.660715985528,196.48472298291,infield_inner
114.922785460606,193.828958226539,infield_inner
112.184854935685,191.173193470168,infield_inner
109.446924410763,188.517428713797,infield_inner
106.708993885841,185.861663957426,infield_inner
103.971063360919,183.205899201055,infield_inner
101.233132835998,180.550134444683,infield_inner
103.103928353713,177.893473805571,infield_inner
105.523395528021,174.252512527357,infield_inner
104.932197262173,171.416717974471,infield_inner
107.679446693895,168.770594288702,infield_inner
110.426696125617,166.124470602934,infield_inner
113.173945557338,163.478346917165,infield_inner
115.92119498906,160.832223231396,infield_inner
118.668444420782,158.186099545628,infield_inner
121.415693852503,155.539975859859,infield_inner
124.762267335976,154.38,infield_inner
128.397455567327,154.810441287239,infield_inner
131.085212964245,157.516972309746,infield_inner
133.772970361163,160.223503332254,infield_inner
136.460727758081,162.930034354761,infield_inner
139.148485154998,165.636565377269,infield_inner
141.836242551916,168.343096399776,infield_inner
144.523999948834,171.049627422283,infield_inner
144.587462615168,173.003264458246,infield_inner
146.994176187874,177.486409140359,infield_inner
149.360906800043,180.134728760999,infield_inner
146.703634400037,182.871196080856,infield_inner
144.046362000031,185.607663400714,infield_inner
141.389089600024,188.344130720571,infield_inner
138.731817200018,191.080598040428,infield_inner
136.074544800012,193.817065360285,infield_inner
133.417272400006,196.553532680143,infield_inner
128.449708119434,199.199645083244,infield_inner


164.243545925025,164.59642916179,infield_outer
163.275655411105,162.232962397001,infield_outer
161.950641084011,159.467291264169,infield_outer
160.227950402516,156.426776088084,infield_outer
158.067030825392,153.238777193535,infield_outer
155.427329811414,150.030654905312,infield_outer
152.268294819356,146.929769548205,infield_outer
148.549373307989,144.063481447002,infield_outer
144.230012736089,141.559150926495,infield_outer
139.269660562428,139.544138311472,infield_outer
133.627764245779,138.145803926723,infield_outer
127.263771244917,137.491508097039,infield_outer
120.270329068089,137.66751517444,infield_outer
113.931183693958,138.558160119536,infield_outer
108.395251337116,140.055018420686,infield_outer
103.608069750294,142.056309760117,infield_outer
99.5151766862226,144.460253820054,infield_outer
96.0621098976311,147.165070282725,infield_outer
93.1944071372502,150.068978830354,infield_outer
90.8576061578099,153.070199145169,infield_outer
88.9972447120405,156.066950909396,infield_outer
87.5588605526722,158.957453805261,infield_outer
86.4879914324352,161.639927514991,infield_outer
85.7301751040596,164.012591720811,infield_outer

125.14,218.56,outfield_inner
116.334072881217,217.580509603452,outfield_inner
109.304529581257,215.233438030891,outfield_inner
104.132679934189,212.405884707945,outfield_inner
100.899833774082,209.98494906024,outfield_inner
99.687300935004,208.857730513404,outfield_inner
98.5322423806232,204.159835797831,outfield_inner
95.0112986280076,199.946638697243,outfield_inner
91.490354875392,195.733441596655,outfield_inner
87.9694111227763,191.520244496068,outfield_inner
84.3021536451723,187.62,outfield_inner
79.8463848454699,185.810931243035,outfield_inner
77.0635315665725,181.077665737529,outfield_inner
74.2806782876751,176.344400232023,outfield_inner
71.4978250087778,171.611134726517,outfield_inner
68.7149717298804,166.877869221011,outfield_inner
65.932118450983,162.144603715506,outfield_inner
63.1492651720856,157.41133821,outfield_inner
60.3625779856263,152.680332899712,outfield_inner
57.5685362259233,147.953663315056,outfield_inner
54.7744944662203,143.226993730399,outfield_inner
51.9804527065173,138.500324145743,outfield_inner
49.1864109468143,133.773654561086,outfield_inner
46.3923691871113,129.046984976429,outfield_inner
43.5983274274083,124.320315391773,outfield_inner
40.8042856677053,119.593645807116,outfield_inner
38.2422922884098,114.758739325341,outfield_inner
37.1077496291674,111.634542516937,outfield_inner
35.8779293754036,107.789876641662,outfield_inner
34.9417434751903,101.651053962241,outfield_inner
35.8761786862108,94.8073454564755,outfield_inner
39.2628384004081,89.6582933447179,outfield_inner
41.3702832903165,87.5894445837342,outfield_inner
44.0276059519136,85.0474835923266,outfield_inner
47.1881251862348,82.1086995521361,outfield_inner
50.8051597943157,78.8493816448039,outfield_inner
54.8320285771916,75.3458190519711,outfield_inner
59.2220503358982,71.6743009552787,outfield_inner
63.9285438714708,67.9111165363679,outfield_inner
68.904827984945,64.1325549768797,outfield_inner
74.1042214773563,60.4149054584553,outfield_inner
79.48004314974,56.8344571627356,outfield_inner
84.9856118031317,53.467499271362,outfield_inner
90.5742462385669,50.3903209659753,outfield_inner
96.199265257081,47.6792114282167,outfield_inner
101.813987659709,45.4104598397274,outfield_inner
107.371732247488,43.6603553821483,outfield_inner
113.012917405231,42.4720297488392,outfield_inner
119.595277148305,41.6742697570352,outfield_inner
125.943555697933,41.3957923290265,outfield_inner
132.057280393664,41.5898040801008,outfield_inner
137.935978575046,42.2095116255459,outfield_inner
143.579177581627,43.2081215806494,outfield_inner
148.986404752957,44.5388405606991,outfield_inner
154.157187428583,46.1548751809828,outfield_inner
159.091052948054,48.0094320567881,outfield_inner
163.787528650918,50.0557178034028,outfield_inner
168.246141876724,52.2469390361146,outfield_inner
172.466419965019,54.5363023702113,outfield_inner
176.447890255353,56.8770144209805,outfield_inner
180.541985432807,59.4660878947453,outfield_inner
185.782696278032,63.3904936681175,outfield_inner
190.907668543184,67.8894097940511,outfield_inner
195.788804514802,72.6832095178432,outfield_inner
200.298006479428,77.4922660847904,outfield_inner
204.307176723602,82.0369527401899,outfield_inner
207.688217533862,86.0376427293387,outfield_inner
210.31303119675,89.2147092975335,outfield_inner
212.053519998806,91.2885256900713,outfield_inner
214.054594552889,93.8913356221543,outfield_inner
215.578631208679,97.8535838290471,outfield_inner
216.061482138152,102.670348819779,outfield_inner
215.494955378824,108.312586363718,outfield_inner
213.870858968207,114.751252230232,outfield_inner
211.259897607843,121.708448547239,outfield_inner
207.903484002813,127.755046503027,outfield_inner
203.992382414409,133.089868375777,outfield_inner
200.02010823972,137.728484972136,outfield_inner
196.480176875834,141.68646709875,outfield_inner
193.86610371984,144.979385562266,outfield_inner
192.659342050158,147.551581948471,outfield_inner
191.298091556072,150.665526762329,outfield_inner
188.765130538712,155.482804309612,outfield_inner
185.415702181334,161.412382169975,outfield_inner
181.605049667193,167.863227923072,outfield_inner
177.688416179542,174.244309148559,outfield_inner
174.021044901639,179.964593426091,outfield_inner
170.958179016737,184.433048335322,outfield_inner
168.855061708092,187.058641455907,outfield_inner
164.860384717624,187.567550398872,outfield_inner
161.601749972856,191.09974751274,outfield_inner
157.998432908797,195.242715151202,outfield_inner
154.395115844737,199.385682789664,outfield_inner
150.791798780678,203.528650428126,outfield_inner
150.009844329319,208.600182333879,outfield_inner
148.975893929156,209.654821310844,outfield_inner
145.943347375403,212.127208334502,outfield_inner
140.940791588799,215.068257636291,outfield_inner
133.996813490085,217.528883447645,outfield_inner
125.14,218.56,outfield_inner
222.46,106.21,outfield_outer
223.893677132556,100.367309475304,outfield_outer
223.547676195892,94.3225842064163,outfield_outer
221.537578275131,88.6153932602126,outfield_outer
218.234831115251,83.5748311152512,outfield_outer
213.956155388551,79.2903420792359,outfield_outer
209.691323003245,74.9921249251706,outfield_outer
205.415153222002,70.7051532220022,outfield_outer
201.133561546154,66.423561546154,outfield_outer
196.804160218137,62.1912425822828,outfield_outer
192.192568729995,58.2673104560319,outfield_outer
187.51182746164,54.4269046974064,outfield_outer
182.587910455048,50.9127170318682,outfield_outer
177.512112975116,47.6111945124731,outfield_outer
172.333283910801,44.4754441807074,outfield_outer
166.947633782148,41.717629753771,outfield_outer
161.400608190854,39.2953363970356,outfield_outer
155.665980786739,37.3625133657301,outfield_outer
149.846704911852,35.6916304628497,outfield_outer
143.93458469193,34.3912374227398,outfield_outer
137.971129839475,33.3435216399125,outfield_outer
131.951541314362,32.7151284428635,outfield_outer
125.903678015428,32.48,outfield_outer
119.854969204576,32.728201231817,outfield_outer
113.816638949096,33.1225587892721,outfield_outer
107.825019189441,33.9908301350931,outfield_outer
101.882122912242,35.1487564078423,outfield_outer
96.0332126663087,36.7063879745518,outfield_outer
90.3089654439736,38.6710456345909,outfield_outer
84.6693562909914,40.8747014110359,outfield_outer
79.1978546877512,43.4655693535733,outfield_outer
73.9225148714105,46.4319677521704,outfield_outer
68.9138879656612,49.8248301001936,outfield_outer
64.1349473329804,53.5430692809897,outfield_outer
59.444888966942,57.3728570801359,outfield_outer
54.7664776382722,61.215854070514,outfield_outer
50.2380428554658,65.2354404889689,outfield_outer
45.7702647938916,69.3197352061084,outfield_outer
41.4886731180433,73.6013268819567,outfield_outer
37.2378416958762,77.9131099787372,outfield_outer
32.9663215470648,82.204087169928,outfield_outer
29.3512807737511,87.0344153760505,outfield_outer
27.032127190944,92.6028641037141,outfield_outer
26.2068153380649,98.5786952577494,outfield_outer
27.002508193966,104.559961790907,outfield_outer